id	title	url	policy	status	localPath	bytes
ac3bbd7c-13ce-4c58-8852-a3ba11cf9d62	कोर लॉग्स लाइव	/radio-html/assets/audio/ac3bbd7c-13ce-4c58-8852-a3ba11cf9d62.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/ac3bbd7c-13ce-4c58-8852-a3ba11cf9d62.mp3	5388726
8dfe144d-a4e9-4c51-8d4b-2c642a9eb4be	डिजिटल गुरुकुल मैट्रिक्स	/radio-html/assets/audio/8dfe144d-a4e9-4c51-8d4b-2c642a9eb4be.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/8dfe144d-a4e9-4c51-8d4b-2c642a9eb4be.mp3	3427686
cac083e2-5eba-42df-a500-188660293076	डिजिटल गुरुकुल मैट्रिक्स	/radio-html/assets/audio/cac083e2-5eba-42df-a500-188660293076.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/cac083e2-5eba-42df-a500-188660293076.mp3	2394102
1fe24a9e-568a-49b0-ba5b-a24b30c0d106	डिजिटल गुरुकुल लॉग्स	/radio-html/assets/audio/1fe24a9e-568a-49b0-ba5b-a24b30c0d106.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/1fe24a9e-568a-49b0-ba5b-a24b30c0d106.mp3	5935086
9e69f682-8e35-49be-bd83-e64b31b91832	डिजिटल गुरुकुल लॉग्स	/radio-html/assets/audio/9e69f682-8e35-49be-bd83-e64b31b91832.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/9e69f682-8e35-49be-bd83-e64b31b91832.mp3	5012190
161f3183-f997-4981-afda-e28650b9f92d	डिजिटल गुरुकुल-कनेक्टर	/radio-html/assets/audio/161f3183-f997-4981-afda-e28650b9f92d.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/161f3183-f997-4981-afda-e28650b9f92d.mp3	5112414
db77a1fc-e18d-44a0-a28d-7653ea20e3c3	डिजिटल गुरुकुल-कनेक्टर	/radio-html/assets/audio/db77a1fc-e18d-44a0-a28d-7653ea20e3c3.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/db77a1fc-e18d-44a0-a28d-7653ea20e3c3.mp3	6694518
1c0f3567-660d-40a2-8672-943688dd3c89	Reversed Sitar Whisper	/radio-html/assets/audio/1c0f3567-660d-40a2-8672-943688dd3c89.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/1c0f3567-660d-40a2-8672-943688dd3c89.mp3	6201558
d60bbdd7-852b-4638-9bfc-de2be9c9f0e9	Reversed Sitar Whisper	/radio-html/assets/audio/d60bbdd7-852b-4638-9bfc-de2be9c9f0e9.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/d60bbdd7-852b-4638-9bfc-de2be9c9f0e9.mp3	5913198
b1673a2d-91fa-478f-a3c3-79d253fd7444	परदेसां धड़कन	/radio-html/assets/audio/b1673a2d-91fa-478f-a3c3-79d253fd7444.mp3	full	local-existing	apps/web/public/radio-html/assets/audio/b1673a2d-91fa-478f-a3c3-79d253fd7444.mp3	7586934
6145df1e-62b2-4fd3-a150-ebef60393608	परदेसां धड़कन	/radio-html/assets/audio/6145df1e-62b2-4fd3-a150-ebef60393608.mp3	full	local-existing	apps/web/public/radio-html/assets/audio/6145df1e-62b2-4fd3-a150-ebef60393608.mp3	8123526
4f82c591-30f7-4369-8544-9c90f7b11d0d	Distorted Sarangi Wobble	/radio-html/assets/audio/4f82c591-30f7-4369-8544-9c90f7b11d0d.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/4f82c591-30f7-4369-8544-9c90f7b11d0d.mp3	7447734
